"VisitID","D16","D50","D84","D16_cm.org","D50_cm.org","D84_cm.org"
1902,14.3547298091735,75.0903774701449,132.956130303463,15,77,136
1903,24.3863335130517,69.2385957768851,116.183356270046,26,70,118
1904,18.3377056297896,48.0721905595498,96.9947202362636,19,49,99
1905,26.1077099463035,45.7611235095286,90.7959957685927,27,47,93
1907,2.21045249972898,66.619151321632,157.053453585897,3,68,161
1908,30.8925125869844,72.7282980875254,129.757500461261,33,75,139
1909,32.4025312362386,68.7861329775231,131.091443937801,33,70,137
1910,25.184428809704,62.1487911489184,189.365046731163,15,68,203
1911,23.3696840642526,52.8837933747318,146.701645038317,28,54,164
1913,0.0291911848777812,11.802082220672,24.5230545354232,0.05,12,25
1914,12.9865878926513,53.6656314599949,110.010455214055,14,55,112
1915,6.31014581530501,25.7641700326183,42.8441477839566,7,26,43
1917,31.5029645529638,67.3928296227684,112.228231114049,33,68,115
1918,27.30955485606,61.7850251739687,111.640713326622,28,63,114
1919,0.00213321837717886,9.9273371673096,40.2312378192918,0.02,10,41
1920,16.8134312133184,33.808899342452,53.5835111354635,17,34,54
1925,23.6928740421662,68.1482411555685,165.535606731728,27,69,170
1926,12.9865878926513,28.6074082479033,59.4000574151123,13,29,61
1927,8.95729996403574,20.7655899765838,44.5637937558574,9,21,46
1928,0.052464561139966,14.924908415359,45.7099838200633,0.08,15,48
1929,18.1599495920348,45.8892231860948,100.654263005803,19,47,103
1931,0.0147955317667353,16,33.742862971317,0.04,16,35
1937,8.11128246200233,40.4933431446179,79.6049358441977,7,41,81
1943,19.780979027509,50.605959918105,103.616637210397,21,51,107
1944,10.40114651137,22.8068802346827,42.4178196210452,11,23,43
1946,0.052464561139966,20.0829885024651,78.9741943514445,0.08,21,81
1947,0.29070110711889,67.9686519880704,182.320271208102,0.45,69,188
1948,6.82951074072216,75.2168010753121,148.477525265787,8,77,151
1949,6.13386489463324,55.032911676969,143.87133301977,7,58,151
1950,0.052464561139966,70.8922458012772,213.585116407756,0.09,72,225
1953,0.0122705869162423,38.7645863912769,97.7090783591552,0.03,40,104
1954,0.00149943671580461,4.65565347080504,54.4270683628066,0.02,5,56
1955,0.0147955317667353,37.3638079207748,94.5492207531526,0.04,39,98
1956,0.000673305576475341,0.0103743308745763,17.1290189467066,0.02,0.03,20
1958,19.6316816982371,67.1941964533501,140.581174352415,21,69,144
1959,0.0291911848777812,38.6729180171461,82.4459422963115,0.05,39,84
1960,0.00469573691091692,10.3652869467759,47.5343382258173,0.02,11,49
1961,10.545829660299,44.1557044062159,75.7586043249685,12,45,77
1962,22.8687567351619,50.4315116688182,79.2282377555366,23,51,80
1964,0.00226670199656396,12.4805340350509,50.7249292832525,0.02,13,53
1965,2.35603935236801,16.5036579178601,60.4397642540502,3,17,62
1966,24.9099650229494,63.9999999999999,119.293416742123,21,65,122
1967,0.0291911848777812,45,102.761458395246,0.05,46,105
1968,5.85421309115083,36.4835514266918,57.8534552652639,7,37,59
1969,0.27419868857744,54.61910971212,118.800114830225,0.49,56,121
1970,0.000731678986312068,0.0135963100854357,64.7983677368587,0.02,0.03,67
1971,0.00277496896122224,11.3,28.0570577785122,0.02,12,29
1972,0.00156656228195641,6.75277720645366,77.6393833603771,0.02,8,82
1973,12.6302438654605,40.4069363598791,69.9040023530126,14,41,71
1974,19.9691983472593,49.0461090708464,68.5160757868262,22,49,70
1975,8.34737846734349,27.981865203764,71.1123052930261,9,28,73
1976,6.49329394632564,48.2843073599895,83.8077110306836,5,49,85
1978,0.811769264765168,45,77.4631215441627,0.95,46,79
1979,2.14354692507259,58.8517186546415,136.315296198398,0.18,60,140
1981,4.44840633574286,47.3222088694543,118.247588078162,5,49,121
1983,16.8395066200025,74.4707187268134,173.966750555483,18,76,185
1984,7.47561558438431,26.312860057648,62.9680055053418,8,27,65
2004,21.5245652551488,69.1561090132981,162.574026150451,23,71,166
2005,19.6987255408199,64.6089706908475,138.104160822433,21,66,145
2006,13.6029759754699,43.5623519962427,68.8086857330557,15,44,70
2007,26.3728422194649,66.619151321632,170.250720157104,27,68,175
2008,21.1896367561521,55.1021828256216,100.927129880326,23,56,103
2009,19.0456758996761,42.1706335876566,73.0880601250595,20,43,74
2010,12.9928874281338,65.2237358395436,116.329598841952,13,66,118
2011,0.398571070261771,34.2580378934132,205.778567674633,0.46,37,215
2013,19.8625010748112,52.1745662248316,101.835403326765,21,53,105
2014,9.09494307388226,27.9037538819012,64.9771309281664,10,28,67
2015,5.31021228127699,24.8821272476029,111.833635503688,6,26,115
2016,6.52771084155775,32,63.2920879073263,7,33,65
2017,8,79.5063081234579,266.650347602854,10,82,272
2018,8.58904256876694,37.9473319220206,118.380182659075,9,39,122
2019,0.243951081893387,43.4137182823431,103.616637210397,0.58,44,106
2020,34.7284169355973,65.5776530001982,108.020819092055,36,66,110
2021,35.1452935881036,56.910292871841,92.4996263811219,36,58,94
2022,12.2106597376295,51.605959760633,154.083448222916,13,54,159
2023,2.29739670999407,48.6637175438572,95.8551903380024,3,49,98
2024,10.2584483379486,28.2593041022462,63.0411643288745,11,29,65
2025,0.574859876624663,26.8328157299975,69.9687349297468,0.69,28,72
2026,28.2288744702204,53.1571866993287,94.9024904304824,29,54,97
2027,27.5510914128108,78.8247559029582,197.369199329505,29,80,203
2028,7.14526395083223,66.786362581634,180,8,68,186
2049,4.56237760355371,48.2843073599895,82.8309229997363,5,49,84
2050,3.92674342098702,94.0510052853098,297.813643315962,4,98,307
2051,2.85029473915141,29.3027320118777,98.0373920417563,3,32,101
2052,21.6570607186148,64.4760947390295,161.79657060805,23,65,167
2053,3.50372340587701,42.8608444183041,94.6602932192673,4,44,97
2054,34.3446618632462,55.032911676969,93.0078215587065,35,56,95
2055,25.2554926790341,75.8946638440411,182.296921083788,27,77,189
2056,64.7524796055584,150.358640110845,288.503863983073,66,153,295
2057,4.9330826412231,74.9059866430452,202.89971713301,5,77,215
2058,3.87256264135099,57.7018243651373,118.247588078162,5,59,121
2059,28.9947313702909,62.2218009468202,126.082328657749,31,63,130
2060,42.4660515633406,115.7457307143,287.434881449981,46,119,295
2061,1.37096910892213,18.9736659610103,50.3271315029013,2,20,51
2062,46.848372609672,117.210928047511,291.157716345687,49,120,298
2063,73.3508225191584,257.711377518085,410.729535657031,87,261,416
2064,0.243951081893387,24.8821272476029,64.9771309281664,0.36,26,67
2065,33.0646539442575,107.33126291999,247.793822516547,35,110,253
2066,0.903325243366675,17.6369532695758,49.4315053678632,1,18,51
2067,10.0134211814631,53.2174623396399,116.798813223685,11,54,121
2068,5.46282227937544,79.6825148765229,228.712751181419,6,82,250
2069,6.01768259092845,170.057353394523,373.559228617688,7,177,382
2070,16.3306599164009,48.0721905595498,207.233274420795,17,49,220
2071,15.3459930774475,90,279.98212957713,17,93,288
2072,26.2100842853042,62.4099345061009,104.022941890727,28,63,106
2073,1.52259314796112,10.9507314644962,20.7174261300887,2,11,21
2083,16.6898154589037,30.4993637230289,74.2387626328933,17,31,76
2084,15.754587092535,44.1065362014184,103.616637210397,16,45,106
2085,26.5083024917574,54.3702970011305,100.206890261864,27,55,102
2086,12.1139771828644,37.034403213576,84.8356392420902,13,38,87
2087,16.2750791535521,39.9383966945186,83.5237074557403,17,41,85
2088,25.6447815125513,51.6781398815893,103.616637210397,27,52,106
2089,12.5426962577765,50.605959918105,93.0078215587065,14,51,95
2090,15.2184352560347,42.0339309706021,89.464639252301,16,43,92
2091,27.7947642148631,52.0606269479673,95.6016752574212,29,53,98
2092,16.9997373384387,50.4315116688182,96.568614719979,18,51,99
2123,2.50927871860945,25.3029799590525,57.9894627405817,3,26,59
2124,14.7528849926893,38.8827650791502,58.5366975621742,15,39,59
2126,11.6511850213808,73.9301889062732,185.144110660601,12,76,195
2127,6.63929039741383,18.0277642467009,38.6384637638394,7,18,39
2128,11.5382763346579,28.8509121825687,92.1383307818596,12,29,98
2129,5.12543105983876,20.0829885024651,45.4903423096364,5,21,47
2130,1.1412200586282,32,82.4459422963115,1,33,84
2131,3.87865257858687,32,76.4718365382641,4,33,78
2132,0.574859876624663,23.7528635286362,70.0911711697333,0.69,24,73
2133,17.2966838690767,34.4617625751173,60.5671643304447,18,35,62
2134,5.04141407289991,36.1434375466549,93.3579110079711,6,37,97
2135,7.47561558438431,32,57.8364767751626,9,32,59
2136,10.4251217830363,47.5057270572724,123.570050347937,11,49,126
2137,28.4134166953631,42.6416713578931,62.9163282882303,29,43,64
2138,12.6522260824346,37.9473319220206,78.1927907344457,13,39,80
2139,20.2138285789898,36.3067984582064,62.3813928991872,21,37,63
2140,20.5446702625768,43.1225760570465,77.7276646131984,21,44,79
2141,7.81240821099674,42.7565971050934,122.232062089344,9,44,126
2142,12.3981300413736,63.9999999999999,123.570050347937,13,65,126
2143,4.60877957002805,97.0557457434605,248.109193906322,6,99,258
2144,29.8233541855308,64.8132458664423,112.492068050032,31,66,115
2145,1.98254383611662,66.786362581634,232.850841829174,2,70,240
2146,32.8287743249754,77.4631215441627,138.598297187994,34,79,147
2147,24.8977821660533,54.0168151711403,90.7489782119244,25,55,93
2149,33.695420193709,88.6160513150163,226.043208279995,35,91,240
2150,30.2938897173474,76.8963905041199,166.424829980341,32,79,169
2151,44.2394161777614,82.9292047875625,225.361805332508,46,84,229
2152,56.8435154896714,196.568702115053,350.92312861802,59,205,355
2153,19.4319161532996,175.511230029908,314.280459616261,21,175,317
2154,47.8329177971295,106.512569078173,276.914809442133,49,108,283
2155,16.3306599164009,131.688701162645,335.598825717966,14,139,340
2156,45.684435410735,86.6544991826273,243.214886252673,47,88,251
2158,43.5906498766508,89.3630274198126,264.795532923368,46,91,271
2159,30.8614397128417,70.5478130783032,122.702630835472,32,71,125
2160,9.18513131546805,27.7947642148631,67.4857259426339,10,28,70
2161,26.9056148466804,50.0152854569249,83.5237074557403,28,51,85
2162,21.5445880984197,48.4636578162405,97.9387822722979,22,49,101
2164,32.470988925489,65.6368256209984,111.965012976618,33,66,114
2165,31.220672678399,51.2559121305379,100.866822985027,32,52,104
2166,25.7525384650937,60.9650611788674,117.023423173412,27,62,119
2167,31.5523186968743,63.9999999999999,117.480481671292,32,65,119
2179,30.8925125869844,60.3511287698732,116.524875322626,32,62,118
2180,8.93482998608683,29.1049214377086,53.0392444099751,10,30,54
2181,0.00424119727792773,1.33448352755592,13.2472582943824,0.02,2,14
2185,34.1414420001935,149.81197328609,313.627811804324,35,154,319
2186,12.2681526428463,41.1385223871073,155.278766720754,13,42,164
2187,10.3295510135883,53.0781785141578,156.696900947614,11,54,166
2188,8.42535590518969,37.1473072217286,74.0207229452084,9,38,76
2189,0.0152630789003231,63.9999999999999,271.531130767651,0.04,67,279
2190,4.89479450711366,28.9364326785751,120.986016033304,5,30,126
2191,4.76367353932712,68.224710168689,259.572517691963,5,71,267
2192,0.00578804016216737,32,379.673916039417,0.03,36,388
2193,21.4513072384492,97.8299079188931,245.405261670943,23,100,253
2197,27.8928357109813,124.819869012202,262.284585428442,30,129,274
2198,0.0146139912995941,61.2433645182916,269.344861182446,0.04,63,276
2199,23.3614097694791,46.0691653909298,80.4624756385836,24,47,82
2200,0.00138107738109416,9.50789145920376,65.2590414322643,0.02,11,69
2201,0.00282497606204962,33.2354352880201,210.66770818025,0.02,35,223
2204,11.0937674825866,98.2843510575264,314.895956979868,12,102,321
2205,7.64647552585005,38.800515744059,78.1927907344457,8,39,80
2206,17.6989088711714,51.2036101731029,279.300730618966,19,52,286
2207,23.0036957862425,60.1742475652154,191.331671188518,24,61,199
2208,25.0076427284624,55.1788471221465,89.3884195532803,26,56,91
2209,0.00469573691091692,30.4296869144986,75.7223629999189,0.02,31,77
2210,0.00428617418756433,47.1345984052972,134.563045636442,0.02,48,142
2211,1.40845222800247,23.2321097605555,87.9775115453792,2,24,92
2212,4.83164019596394,61.9831782322626,219.247314652959,5,64,224
2213,5.65976707513955,84.0678619412041,318.169844051281,6,87,325
2214,15.5609697880473,41.0893405251536,84.0678619412041,16,42,86
2215,18.0115974365021,31.5694208322753,68.5160757868262,18,32,70
2216,11.8363368263801,23.1997890721624,58.4582061179104,12,24,60
2262,21.9943778863448,69.9527807609905,121.412905051323,23,71,123
2263,26.9188722539621,63.9999999999999,143.608807316674,28,65,147
2265,32.6006392948765,79.6825148765229,174.816101357246,34,82,182
2266,16.3306599164009,39.1418615585325,80.4624756385836,17,40,82
2271,12.1139771828644,28.7132972861667,98.8630107357264,12,30,103
2272,1.49836097042834,19.2699845135343,70.0911711697333,2,20,73
2281,7.27561567952622,26.312860057648,76.9367334277375,8,27,80
2282,5.04141407289991,24.1421536799948,90.0906165978924,6,26,92
2283,3.86374531569938,12.7627123826576,25.7021956561706,4,13,27
2291,53.9363425399321,113.820585743682,181.698623564204,57,116,186
2293,25.6447815125513,50.8349953846265,146.701645038317,27,52,155
2294,8.93482998608683,50.605959918105,112.756525239298,10,52,117
2295,28.1324524099588,91.0628890952147,239.334983566857,30,93,244
2296,0.127517614773969,36.8843981536392,146.202351722299,0.15,39,159
2297,7.32128929556323,23.4519354367627,55.5895284297261,8,24,57
2298,23.8044039668785,49.4315053678632,87.1579911654297,25,50,89
2299,39.0691410063034,101.525113263122,229.299373778915,40,103,237
2300,4.21824908498437,25.3029799590525,65.4712766799384,5,26,69
2301,23.720707438658,68.5160757868264,111.535623358744,26,69,113
2302,12.3981300413736,37.9473319220206,84.4783030497168,13,39,87
2303,16.8970149500762,43.4137182823431,82.1786810503071,17,44,84
2306,22.1197080888807,56.5771885943725,120.8795285081,23,58,124
2332,8.16750284416131,21.3208356789466,53.396279101939,8,22,56
2333,11.1964089132734,60.3511287698732,210.173611808833,12,63,221
2334,11.3788736286439,69.6940347950858,255.018231327329,12,74,263
2335,3.9155928781529,63.9999999999999,182.553937012896,4,66,189
2336,4.32413517191572,50.8349953846265,140.525883851247,5,52,144
2337,0.0330696575100358,31.2049672530505,162.341931452164,0.05,33,170
2338,1.47156044435917,15.3935075634418,132.439100727193,2,16,144
2340,9.79677682642371,71.412050468373,182.787902289097,10,73,189
2341,0.477129285434764,20.4116887138897,151.051853358372,0.55,21,159
2342,1.0515636350855,36.0555284934018,118.247588078162,1,37,124
2343,12.1985323454947,100.788416418972,240.757553905304,15,103,247
2344,17.5068694026302,104.226691296314,229.282098715987,19,107,234
2345,4.90520715628602,79.6825148765229,288.670507093895,5,84,300
2346,1.21462662380258,47.0255026426549,130.467238959447,1,48,135
2347,0.65119161110767,91.7784463721896,315.777330531159,0.83,95,324
2348,0.00172020532302021,0.10982887910662,1.05368494932431,0.02,0.11,1
2374,12.8667032503015,23.4332545220975,39.6141188777683,13,24,40
2375,11.0791814353726,33.7697832693759,80.4624756385836,12,34,82
2378,15.7241763433546,42.5143383486308,79.5532584555652,16,44,81
2379,8.50657237674744,23.3498640345657,54.2994160651797,9,24,56
2384,42.6639358163374,81.1297240224587,170.444306790828,44,82,178
2386,17.8747635944129,54.1175748219543,140.981141080134,19,55,145
2401,9.18513131546805,62.7598333560958,123.207882815852,10,64,125
2413,22.0659079323843,63.9999999999999,141.345734582495,24,65,144
2414,26.1864238648577,60.7064525256616,112.228231114049,27,62,115
2422,36.7588635459079,79.096672875259,145.704757731572,39,80,150
2423,34.9660228900317,70.7502173737597,137.032151573653,36,72,141
2424,56.2460340250159,100.535165440032,177.38911534901,58,102,182
2425,43.2452638615538,69.6940347950858,104.022941890727,44,70,106
2426,20.4514925439264,70.4105090084315,118.289244649546,22,71,120
2427,17.2383749885927,38.3297535178309,73.2332357145501,18,39,75
2428,31.4413804210868,67.7418516168146,124.259184573595,33,69,127
2429,33.1097751817982,61.4511312819173,114.490716673075,34,62,116
2430,36.8320400506091,68.5160757868264,126.082328657749,38,69,137
2431,5.54076417926952,41.0893405251536,86.3017153953673,6,42,89
2432,36.1028375355686,69.1215470423657,107.914445887781,37,70,109
2433,42.3937241965522,73.1724166507439,126.718338752541,44,74,130
2435,14.924908415359,40.6250354668284,105.457595891971,15,42,109
2436,0.601035521993945,14.924908415359,55.2346699612094,0.99,15,57
2441,2.89453847488076,30.1755643849367,54.140271632895,4,31,55
2443,11.3393682365322,183.556892744379,347.258062582217,12,187,354
2444,65.1743400963771,199.647067085807,346.333807233167,69,204,351
2445,5.01766317282055,66.786362581634,223.214147536672,6,70,230
2446,0.00411816110078795,37.9473319220206,145.241864740185,0.02,39,149
2447,12.1139771828644,100.588428500172,223.281426653244,12,102,228
2448,22.819242126612,147.014568877258,335.100879041096,26,150,343
2449,51.6261600262134,181.874389298908,333.649574830348,54,186,338
2450,2.05622765331213,53.6656314599949,175.438242140745,2,59,179
2451,0.0989498829281529,8,115.774854399117,0.11,10,121
2454,27.1178511164224,108.060736070774,240.555734331316,30,110,248
2455,96.7781552967232,263.194890394314,413.291506047998,99,267,419
2456,28.5086499459862,130.942553359877,242.592663234913,31,134,247
2458,0.607087404212257,18.7264966607613,100.03057091385,0.86,19,105
2459,34.4924255940046,161.121012022794,313.70026124718,41,164,320
2460,29.6140044339133,121.888992993404,237.175693540955,32,124,242
2461,0.000886014205474993,0.0253873337791717,3.54482470290302,0.02,0.04,4
2466,20.7794760717268,57.2148164958065,126.505979707659,22,58,130
2467,16.6357128463203,35.3751086868798,69.2577120008604,17,36,71
2471,33.4881880476645,69.9527807609905,136.315296198398,34,71,140
2473,37.2297177801733,72.8523788657859,141.977975911689,39,74,145
2478,7.86555243204961,25.9041593025993,56.5005956747455,9,26,58
2480,23.2762341823615,37.9473319220206,62.627718641758,24,38,63
2484,17.1290189467066,55.8075077638023,95.6016752574212,19,57,98
2485,16.5548875908991,51.605959760633,105.922923715861,18,53,108
2486,23.6827609064027,55.7600483574352,118.595174905974,24,57,122
2490,43.2452638615538,82.6469584798115,154.398957674249,44,84,161
2492,19.6316816982371,44.1557044062159,86.9833752777414,21,45,89
2493,7.10500995934841,20.91485374418,35.8941500906441,8,21,37
2494,10.7089503687097,45,125.765521684347,11,47,132
2495,50.554321177293,77.9651267457935,114.772912183457,51,79,116
2496,11.8363368263801,24.9558833857258,49.2951385638858,12,25,50
2497,9.05911622088983,38.4902310733485,105.6806975741,10,40,109
2498,41.1573164419171,97.5657870744235,214.015429743019,42,99,219
2499,1.35463173677313,121.412905051323,371.076076109066,2,126,380
2500,14.3148463264773,128,346.914480157612,16,133,356
2501,10.545829660299,30.3532262628308,57.5823965351626,12,31,59
2502,0.698499938286879,15.6074266042124,36.4972223529711,1,16,37
2503,19.1034805741597,39.5994416992138,61.9406634328872,20,40,63
2504,37.3059513274204,144.033125779406,305.477307451866,41,148,311
2505,20.4514925439264,63.4655271367839,102.816829910823,23,64,105
2506,16.4872979279612,67.5017053884785,143.032935750764,18,69,147
2507,50.4703365589527,145.130711643673,271.531130767651,53,148,277
2508,16.474455028113,74.9059866430452,173.571800285573,17,77,178
2509,7.01271829051525,69.6940347950858,285.026495426663,7,73,293
2510,9.11536518827246,135.483703233629,336.208432164483,9,141,342
2511,8.74187817588284,121.997454892115,301.123919466809,9,126,309
2513,30.8490193161466,94.4281994258597,291.686596685056,33,98,300
2514,17.4591860004755,72.1110569868035,170.444306790828,19,73,178
2515,21.5001181603259,77.6393833603771,200.845627605902,23,79,209
2517,3.51453380888485,63.1999668385233,166.889703349885,4,65,172
2518,12.6302438654605,112.422577201491,307.009906500827,14,115,319
2519,6.52374412683687,62.1487911489184,198.283952574801,8,66,203
2520,10.545829660299,102.064272712282,296.783603416597,12,105,304
2522,3.01281296020023,45,261.075741174763,3,48,269
2525,2.50532887724825,25.9041593025993,144.222113973607,3,28,157
2526,11.9051445901709,40.8233774277793,80.4232968984129,13,42,82
2528,22.819242126612,57.6746599446567,161.79657060805,24,59,167
2529,46.5913509358845,96.7233451615775,172.549120784387,48,98,176
2531,0.389361716536627,35.1180723967902,70.2905871762073,1,36,72
2532,22.905135718945,46.6132366522593,85.9403503894394,23,47,88
2533,1.908644062947,83.1905952940042,225.513050478595,3,85,233
2534,0.615662550647967,54.2994160651797,113.936847847285,0.41,56,116
2535,61.3513154177358,142.666095760714,322.889506190883,66,147,337
2536,0.00163988163771364,32,114.155159471411,0.02,33,119
2537,35.0455855848667,85.911670497355,127.22945602247,37,87,129
2538,28.5890938976774,69.4362458958502,164.108511594325,30,70,170
2539,24.1421536799948,75.8946638440411,118.456017735653,25,77,120
2540,24.4846955680745,73.5785137784842,122.968878623201,27,75,125
2541,43.196146908262,105.767586749464,239.180761128083,45,107,244
2542,31.6264949269147,79.7967390539135,212.610346555818,33,81,216
2543,19.9691983472593,74.7276158415496,126.963811416354,22,76,129
2544,23.1430138325752,76.9804621466971,168.518304747616,25,79,172
2545,38.1326006396914,124.139059671699,263.879691858977,40,126,270
2546,34.6102201256892,64.9557311374423,123.826338794596,35,66,126
2547,3.86672217763413,98.9523371902544,294.424920165029,4,102,304
2548,16.6114239230728,97.8299079188931,220.072580424733,18,100,225
2549,50.1160520490033,96.568614719979,202.69563281464,51,98,208
2550,0.000572692175206478,0.00612777412560081,4.59367940381344,0.02,0.02,6
2551,0.00105302149954021,0.0444402453022416,144.222113973607,0.02,0.05,157
2552,11.3525214374979,82.6469584798115,164.731345572679,0.41,90,179
2553,2.33593478922623,7.04505378007577,17.2355257596727,2,7,18
2554,20.4514925439264,109.88137117952,323.537827414186,23,112,329
2556,0.184277558176588,34.4252945206636,81.3959929140621,0.37,35,83
2557,3.71368152486799,43.9173997274849,183.413276695145,5,46,191
2558,0.0122705869162423,12.409191116166,25.1635657514507,0.03,13,26
2559,9.61797913195905,62.1487911489184,123.003649160659,11,64,125
2560,14.5828442996368,35.2202607105748,54.2994160651798,15,36,55
2562,9.57379192486584,37.5687258027923,96.0467460223769,10,38,99
2563,8.16750284416131,39.5994416992138,88.8566967629729,8,40,91
2567,23.8044039668785,106.225111738227,224.580509337623,28,108,229
2568,26.968171269966,73.1724166507439,130.518082864529,28,74,137
2569,23.1022924700084,70.1524696091568,116.634373299844,24,71,118
2570,8.16750284416131,151.789327688082,331.102839089025,8,156,338
2571,2.17346972505212,10.0712248312681,19.117959134566,2,10,19
2572,4.1736668033445,10.1515019367313,16.1566136838465,4,10,17
2573,12.234950703886,26.6808112882144,41.1537976899179,13,27,42
2574,16.2537523421848,31.1759039912667,56.3404513331269,17,32,57
2575,7.66220056302558,12.5762963680519,21.0767607384739,8,13,21
2576,11.4696892671547,28.2593041022462,50.6974500142022,12,29,52
2577,16.685647479926,32.4778655687212,55.9036892567865,17,33,57
2578,6.9856035456862,17.9256189862287,35.9139730037627,7,18,37
2579,16.4922950924066,33.679013240005,57.1781877953547,17,34,58
2580,16.2537523421848,40.4522769071078,79.8767933890373,17,41,82
2585,37.2424125446583,67.3580264800101,114.356375590709,38,68,117
2586,26.4574235452307,51.1489879163877,93.0078215587065,27,52,95
2587,26.0705821363881,47.3222088694543,89.0841895604904,27,48,91
2590,0.132068415706154,13.4461890511773,26.2281919716335,0.16,14,27
2592,0.052464561139966,10.1324312984329,18.0424038641179,0.09,10,18
2593,19.9691983472593,60.6242695018203,111.640713326622,22,62,114
2597,8.11128246200233,70.1524696091569,179.081847884638,9,72,186
2608,10.6504053377276,19.4413825395751,33.9259585591647,11,20,35
2610,12.0539397130686,29.7129862846928,60.6435966689896,12,30,62
2611,30.1249951137905,80.0920734161062,236.495176156324,32,82,247
2612,11.7270706342986,26.1661605050534,46.3244033111551,12,26,47
2613,5.43708605849921,53.6656314599949,198.656781000631,6,55,213
2614,7.78597090489686,16.5036579178601,30.1249951137905,8,17,31
2615,10.637276876651,20.7323011968906,38.565124218787,11,21,39
2616,27.7947642148631,69.1561090132981,134.257552138263,29,70,139
2627,11.781577059728,35.6665239401785,66.2195503635965,13,36,68
2628,10.0134211814631,24.1421536799948,46.4084609982751,11,25,47
2630,18.3794317729539,47.527923879776,88.9674539250663,19,48,95
2633,8.6359339770968,43.8352096481881,129.252909470772,10,45,132
2643,32.9320224164046,59.0037739973038,116.364035602225,34,60,119
2645,23.8044039668785,47.8174281321521,82.4905702652973,25,48,84
2648,0.389361716536627,51.6498834710206,88.0575315751187,1,52,89
2649,36.6754112595792,70.2361447935803,121.669761118636,38,71,123
2650,23.2083173629164,64.4561869299759,115.721211188475,25,65,118
2651,25.2490240496654,57.5823965351626,133.676261845602,26,59,138
2652,26.2100842853042,60.5378812479214,123.570050347937,28,62,126
2663,0.000731678986312068,0.0135963100854357,0.654583288878348,0.02,0.03,0.74
2664,3.19309638450585,31.4413804210868,77.0117121619866,6,32,78
2665,2.21913894413569,21.9586998637424,66.3934398567958,3,22,68
2666,25.2490240496654,51.2036101731029,94.0946031515589,26,52,96
2667,0.00147060279734312,7.04505378007577,53.7917937957232,0.02,8,56
2668,33.7128009742473,60.7460618545424,123.280231305331,34,62,126
2669,0.00111858818781158,0.0540894645352296,11.9281692852762,0.02,0.06,12
2670,3.29436406907029,21.1476472259789,87.4080506786232,4,22,91
2689,16.3678191699846,41.8833541133032,73.7365600913065,17,43,76
2690,17.2266249542475,35.8512379724573,56.4665876686163,18,36,57
2691,15.063970245936,40.3004530825565,80.1075517229419,16,41,82
2693,17.1290189467066,35.5713559432992,59.4560247369213,18,36,60
2694,29.8233541855308,64.8447300903365,116.364035602225,31,66,119
2696,29.5842175323123,62.2448744867155,120.475729995879,31,63,123
2697,18.4160200253045,32.7356383399692,56.1141155570244,19,33,57
2698,0.036598847386961,28.2885942971863,95.0835599035067,0.05,29,98
2699,1.22412839312781,29.3027320118777,73.3508225191584,2,30,76
2700,0.0330696575100358,80.600906165113,144.356274025161,0.05,82,149
2701,14.7187189708167,86.9833752777414,260.959800172535,16,90,268
2702,0.00219493125454219,63.9999999999999,151.444725999838,0.02,45,170
2703,0.00190582351880246,16,104.533063930123,0.02,17,109
2706,17.6476938713175,34.1123550843446,56.9889549390863,18,34,58
2708,29.1997033059213,146.146979689761,337.418598015779,33,152,342
2766,19.1905167029096,53.6656314599949,104.594446441559,16,54,107
2767,8.95027203227394,48.0721905595498,137.032151573653,8,49,141
2769,18.8962010020996,47.8610056050759,98.432824973285,20,49,101
2770,0.00132872238683922,6.75277720645366,45.6384842532239,0.02,8,47
2771,0.005235623026143,16,71.9356665098849,0.02,17,76
2772,0.0103364687705851,19.5204486460886,52.8616233075369,0.03,20,54
2773,0.00105302149954021,0.0444402453022416,55.5895284297261,0.02,0.05,58
2775,0.00424119727792773,13.4461890511773,54.4270683628066,0.02,14,56
2777,0.005235623026143,29.3027320118777,79.4242117069851,0.02,32,81
2779,0.00763091547247151,9.89442533521021,45.4246558910509,0.03,10,47
2785,11.6999120580613,33.5970982266751,55.7678116793719,12,34,57
2786,21.894625204584,45.6137604693654,78.2721702888588,23,46,80
2787,0.005235623026143,16.7985491133375,54.4270683628066,0.02,18,56
2790,0.00366068840970552,23.0732496580209,86.0004726413038,0.02,24,92
2791,0.0141943382906244,40.3004530825565,82.3326433545459,0.04,41,84
2794,5.93663941878135,37.1473072217286,132.439100727193,6,38,144
2797,21.5001181603259,67.0456058723399,145.043932478676,23,68,149
2801,42.6639358163374,81.1297240224587,170.444306790828,44,82,178
2802,21.9943778863448,70.9974065535523,121.669761118636,23,72,123
2803,30.8925125869844,60.3511287698732,116.524875322626,32,62,118
2815,5.43708605849921,23.3066183261297,44.5420947802452,6,24,46
2816,2.23457427614444,33.3931812908171,96.0467460223769,2,35,99
2817,0.243951081893387,21.1476472259789,87.4080506786232,0.36,22,91
2818,4.30668304733672,23.7528635286362,41.6062074950853,5,24,42
2819,13.4150491900956,46.6816957993198,83.4396793682543,14,47,85
2820,6.7071515383673,32,83.5598745887407,8,33,87
2821,0.0726469463380375,23.3066183261297,80.5605060113969,0.09,24,84
2822,0.0227531032236681,8.89693220619791,69.299148593997,0.04,9,73
2823,10.545829660299,54.8601145562959,107.040854349974,13,56,110
